FID,Area,Crop,FieldCropPrice,SavedWater,Recharge,Kitfox,TiptonKRat,GiantGarterSnake,TNC,HabCorridors,ConservationAreas,ImpBirdAreas,Nitrate,ModSAGBI,Prox2Wetlands,Depth2GroundWater
13797,28.51725809,Almonds,170976.0764,129.4683517,3338.287713,100,100,0,0,0,100,0,0,98,0,20
13799,38.90767927,Almonds,233272.1583,176.6408639,4554.61136,100,100,0,0,0,0,0,88.88888889,98,0,20
13803,51.44309934,Almonds,308428.6454,233.551671,8469.943318,100,0,0,0,0,100,0,24.44444444,98,72,20
13804,35.99074791,Almonds,215783.6088,163.3979955,5925.762612,100,59.33333333,0,0,0,100,0,21.11111111,0,0,20
13808,40.54668154,Almonds,243098.8456,184.0819342,3465.600938,100,100,100,56.75,0,100,100,68.88888889,48,100,15
13810,33.33403995,Almonds,199855.2365,151.3365414,3922.924778,100,0,0,2.5,0,0,0,71.11111111,89,0,20
13817,37.62251912,Almonds,225566.9421,170.8062368,2648.235343,100,100,0,0,0,0,0,97.77777778,0,27.66666667,20
13818,37.94453997,Almonds,227497.6277,172.2682115,4359.558525,100,100,0,0,50,100,0,41.11111111,90.8,0,20
13819,37.97495255,Almonds,227679.9673,172.4062846,4445.424492,100,100,0,0,98,100,0,82.22222222,87.66666667,0,20
13830,38.25284086,Almonds,229346.055,173.6678975,6298.20905,100,0,0,0,0,80,0,81.48148148,63,0,20
13833,37.47566491,Almonds,224686.4732,170.1395187,6170.249491,100,99,0,0,0,100,0,20,0,0,20
13838,37.90483321,Almonds,227259.5647,172.0879428,3470.251267,100,100,100,0,90,100,0,0,97,100,11.5
13842,75.22593915,Almonds,451019.375,341.5257637,5935.836603,100,0,0,0,0,100,0,0,14,0,20
13844,38.43299984,Almonds,230426.2035,174.4858193,4499.044431,100,100,100,0,0,0,0,84.44444444,50,100,20
13854,59.25581604,Almonds,355270.0227,269.0214048,9107.414585,100,58,0,0,0,100,0,71.11111111,76,0,20
13857,25.29523091,Almonds,151658.3158,114.8403483,4029.813709,100,100,0,0,0,0,0,57.77777778,82,0,20
13860,75.9290172,Almonds,455234.7005,344.7177381,7828.887717,100,100,0,1,0,93.5,0,92.22222222,66,100,17
13880,12.75339885,Almonds,76463.38541,57.90043078,1310.353067,100,100,0,0,100,0,0,91.11111111,95,0,20
13881,146.3560516,Almonds,877482.098,664.4564743,10718.50489,100,100,0,0,0,0,0,81.48148148,98,0,20
13889,37.88448819,Almonds,227137.5855,171.9955764,3705.906389,100,0,0,0,0,100,0,0,98,0,20
13891,7.16584066,Almonds,42963.01265,32.5329166,1179.832961,100,100,0,0,0,0,0,66.66666667,98,0,20
13898,39.39273174,Almonds,236180.3049,178.8430021,4611.392582,100,32,0,0,0,29,0,87.77777778,98,0,20
13900,77.61527398,Almonds,465344.7036,352.3733439,12779.10895,100,0,0,0,0,36.5,0,75.55555556,62,0,20
13917,81.90840505,Almonds,491084.2997,371.8641589,9281.222193,100,0.5,0,0,0,0,0,82.22222222,85.66666667,0,20
13922,35.88064765,Almonds,215123.4994,162.8981403,4200.260939,100,100,100,0,97,100,0,91.11111111,95.66666667,100,10
13924,77.55044968,Almonds,464956.0476,352.0790415,9078.211955,100,100,0,0,0,0,0,88.88888889,95,0,20
13928,76.77746011,Almonds,460321.5654,348.5696689,5404.337301,100,100,0,0,0,0,0,90.37037037,0,97,15
13932,7.33267036,Almonds,43963.24512,33.29032343,753.39815,100,100,0,0,93.5,0,0,68.88888889,95.33333333,0,20
13933,154.8283891,Almonds,928278.2517,702.9208865,18162.11982,100,100,0,0,0,0,99,93.33333333,97.33333333,0,19
13942,80.81048416,Almonds,484501.6821,366.8795981,8350.65477,100,100,100,0,0,100,100,93.33333333,53.16666667,100,17.6
13945,84.67338055,Almonds,507661.7933,384.4171477,9466.068283,100,100,0,0,0,100,0,95.55555556,78,100,20
13957,32.50082912,Almonds,194859.696,147.5537642,2235.872832,100,100,0,100,0,100,5,91.11111111,98,100,17
13958,153.8801436,Almonds,922593.0174,698.6158519,25335.8781,100,100,0,0,0,100,0,64.44444444,55,0,20
13959,77.058968,Almonds,462009.3544,349.8477147,5295.316436,100,0,0,0,0,27,0,85.55555556,62.5,100,20
13962,19.95446202,Almonds,119637.5757,90.59325757,1892.467846,100,100,0,0,100,0,0,35.55555556,76.5,100,20
13968,45.75483622,Almonds,274324.4932,207.7269564,5356.153354,100,100,100,0,0,22,0,58.88888889,16.33333333,100,20
13969,28.75564931,Almonds,172405.3581,130.5506479,4734.526552,100,0,0,0,0,100,0,13.33333333,63,0,20
13971,75.51980925,Almonds,452781.282,342.859934,2209.633934,100,0,0,0,0,100,0,33.33333333,0,100,20
13974,75.25756611,Almonds,451208.9953,341.6693501,5960.42344,100,100,0,89.5,0,100,2,63.33333333,81,100,20
13977,72.06635722,Almonds,432076.0067,327.1812618,11865.49739,100,0,0,0,0,100,0,17.77777778,98,97.33333333,20
13980,130.4007164,Almonds,781821.4072,592.0192525,14954.96645,100,100,0,0,0,13.5,100,93.33333333,96.66666667,0,19
13988,50.87894161,Almonds,305046.2208,230.9903949,8377.056535,100,0,0,0,0,100,0,15.55555556,63,0,20
13989,43.12307424,Almonds,258545.6853,195.778757,2848.884506,100,100,39,100,60,100,80,53.33333333,32.5,100,15
13990,18.54167161,Almonds,111167.1484,84.17918911,3052.827484,100,0,0,0,0,82,0,50.37037037,63,0,20
13994,79.02870307,Almonds,473818.9601,358.7903119,9797.55195,100,100,100,0,0,100,0,6.666666667,22.33333333,100,20
14003,90.82584308,Almonds,544549.067,412.3493276,8147.714988,100,100,100,31.25,1.333333333,100,100,97.77777778,50,100,17.25
14005,75.62767206,Almonds,453427.9767,343.3496312,12451.85659,100,0,0,3,0,41.33333333,0,72.59259259,88,99.5,20
14008,77.52520318,Almonds,464804.6814,351.9644224,7965.358016,100,100,0,0,0,38.75,0,87.77777778,55.5,100,15.5
14009,39.93333219,Almonds,239421.4911,181.2973281,3651.138277,100,100,0,0,0,100,0,0,40.75,100,20
14010,74.83868953,Almonds,448697.6082,339.7676505,5142.743966,100,100,0,0,0,100,100,91.11111111,91,27.5,18
14011,75.99004408,Almonds,455600.589,344.9948001,8895.54773,100,0,100,0,0,0,0,95.55555556,22,0,10
14016,1.69939892,Almonds,10188.79721,7.715271097,198.9350625,100,100,0,0,0,0,0,93.33333333,95,0,20
14020,17.00410778,Almonds,101948.6383,77.19864932,2063.562409,100,0,0,83.5,0,100,0,82.22222222,90,0,20
14026,75.78293852,Almonds,454358.8814,344.0545409,7436.982368,100,100,0,0,0,0,0,88.88888889,59.33333333,0,20
14042,122.156743,Almonds,732394.4174,554.5916132,20112.7207,100,0,0,0,0,100,0,42.22222222,63,0,20
14045,20.17606464,Almonds,120966.2008,91.59933347,2361.850796,100,100,0,0,0,0,0,64.44444444,0,0,20
14049,75.24422371,Almonds,451129.0006,341.6087756,5170.611349,100,100,100,0,0,28.5,0.5,38.88888889,97,100,15
14064,69.39190179,Almonds,416041.2289,315.0392341,11425.15677,100,0,0,0,0,100,0,0,63,91.5,20
14067,77.52002518,Almonds,464773.6366,351.9409143,6237.910076,100,100,0,0,0,0,0,92.22222222,13.66666667,0,18
14072,30.45892062,Almonds,182617.3723,138.2834996,3134.366462,100,100,0,0,58.4,0,0,54.22222222,95.5,0,20
14073,64.40871254,Almonds,386164.3683,292.4155549,6918.771147,100,16,0,0,0,0,0,84.44444444,73.5,0,20
14083,35.648384,Almonds,213730.9557,161.8436634,2697.879098,100,100,0,0,100,0,0,0,32.6,100,20
14090,35.7846832,Almonds,214548.1417,162.4624617,869.1770042,100,100,0,0,0,100,0,0,95,56.66666667,20
14097,27.62031817,Almonds,165598.4462,125.3962445,3233.290119,100,0,0,0,0,100,0,44.44444444,0,0,20
14102,34.66494532,Almonds,207834.7196,157.3788518,4057.948372,100,100,0,0,0,100,100,93.33333333,97.5,0,15
14103,77.46515631,Almonds,464444.6686,351.6918096,8194.644292,100,100,0,0,0,0,0,94.44444444,96,0,20
14107,38.69955823,Almonds,232024.3624,175.6959944,4530.248292,100,0,0,0,0,0,0,11.11111111,98,0,20
14108,34.9315343,Almonds,209433.0618,158.5891657,5751.366448,100,100,0,0,0,100,0,48.88888889,63,0,20
14110,5.01163378,Almonds,30047.40068,22.75281736,514.9223177,100,100,0,0,100,100,0,75.55555556,95,0,20
14120,36.65502747,Almonds,219766.3168,166.4138247,3369.700529,100,100,0,0,0,40,0,72.22222222,94.5,0,20
14125,57.50517547,Almonds,344774.0047,261.0734966,8014.359055,100,0,0,0,0,0,0,30,97,100,20
14126,82.19779401,Almonds,492819.3399,373.1779848,5963.773027,100,100,0,100,0,100,0,62.96296296,26.33333333,100,15
14138,40.54082572,Almonds,243063.7368,184.0553488,4453.348378,100,60.66666667,0,0,0,27.66666667,0,64.44444444,82.66666667,0,20
14144,39.29513541,Almonds,235595.1632,178.3999148,2765.970192,100,100,0,98.5,0,100,2,62.22222222,5.666666667,100,20
14145,78.51558986,Almonds,470742.5745,356.460778,5526.683618,100,100,0,0,0,100,0,0,0,0,20
14166,71.11440364,Almonds,426368.5405,322.8593925,6748.281624,100,100,0,0,0,0,0,88.88888889,72,0,20
14173,38.60715013,Almonds,231470.3268,175.2764616,4487.340398,100,100,100,0,50.66666667,100,0,0,96.5,100,10.5
14176,68.18612232,Almonds,408811.942,309.5649953,7679.983126,100,86.66666667,0,0,0,100,0,86.66666667,0,0,20
14181,3.32563569,Almonds,19938.94855,15.09838603,527.5194201,100,100,0,0,0,0,0,84.44444444,31.5,100,20
14184,23.44744388,Almonds,140579.8532,106.4513952,3774.855358,100,0,0,0,0,100,0,41.11111111,94.33333333,100,20
14185,78.66421239,Almonds,471633.6453,357.1355243,12951.81333,100,100,100,0,0,100,0,6.666666667,0.5,100,20
14188,38.48507358,Almonds,230738.4132,174.7222341,4505.140288,100,100,0,0,0,0,0,83.33333333,98,0,20
14193,37.14975414,Almonds,222732.4654,168.6598838,5794.538115,100,100,0,0,0,0,0,46.66666667,84,0,20
14194,148.5062876,Almonds,890373.9025,674.2185457,12802.5787,100,100,0,74.66666667,0,100,100,85.18518519,50,65,16
14196,37.95005407,Almonds,227530.6877,172.2932455,4442.509826,100,49,0,0,0,1.5,0,43.33333333,89,0,20
14197,110.9790429,Almonds,665378.1811,503.8448548,12991.43046,100,100,100,7.5,0,100,0,84.44444444,0,100,20
14207,92.27394361,Almonds,553231.1971,418.923704,15192.61246,100,0,0,0,0,100,0,52.22222222,71.5,0,20
14217,19.09244069,Almonds,114469.3009,86.67968073,3143.509868,100,0,0,0,0,19,0,74.44444444,63,0,20
14226,18.4476396,Almonds,110603.3767,83.75228378,1298.522596,100,100,0,0,0,100,0,0,0,100,20
14246,11.73604699,Almonds,70363.82181,53.28165333,1205.824844,100,100,0,0,1,43.5,0,35.55555556,95,0,20
14250,38.0097477,Almonds,227888.5826,172.5642546,1868.187134,100,100,0,0,0,100,0,14.07407407,84,100,9
14251,2.71627703,Almonds,16285.52042,12.33189772,281.1371541,100,100,0,0,0,100,0,64.44444444,60,0,20
14253,84.78935582,Almonds,508357.1265,384.9436754,13918.22082,100,0,0,54.75,0,0,0,78.51851852,87.66666667,100,20
14258,27.16499648,Almonds,162868.5513,123.329084,3216.336185,100,100,0,0,0,100,0,91.11111111,52,0,20
14259,76.58356968,Almonds,459159.0895,347.6894063,5460.752378,100,3,0,0,0,100,0,0,0,100,20
14264,76.64784074,Almonds,459544.4286,347.981197,8184.823613,100,100,100,0,66.25,100,0,53.33333333,81.5,100,20
14268,77.38047176,Almonds,463936.9399,351.3073418,5446.78307,100,100,0,0,0,0,0,81.11111111,0,70,13
14269,26.63976657,Almonds,159719.5197,120.9445402,3075.126311,100,100,0,0,88,100,0,95.55555556,87.5,0,20
14272,28.25899673,Almonds,169427.6627,128.2958452,4574.769838,100,0,0,75,0,100,0,88.88888889,60,0,20
14274,15.01680458,Almonds,90033.70236,68.17629279,1484.893626,100,100,0,0,0,100,0,0,74,100,20
14278,35.14068102,Almonds,210687.0073,159.5386918,2689.652857,100,100,100,0,0,100,0,97.77777778,74,100,20
14281,37.29851683,Almonds,223624.3766,169.3352664,6141.082623,100,0,0,0,0,100,0,15.55555556,57.5,100,20
14287,57.26840294,Almonds,343354.4279,259.9985493,7217.475137,100,0,0,0,0,100,0,24.44444444,83.5,0,20
14289,25.91969994,Almonds,155402.3386,117.6754377,4267.596472,100,0,0,0,0,100,0,15.55555556,63,100,20
14295,36.50104761,Almonds,218843.126,165.7147561,4272.886207,100,100,92,0,0,100,0,95.55555556,98,86,20
14297,77.57828614,Almonds,465122.9419,352.2054191,5460.707152,100,100,100,100,22,100,100,100,0,100,14
14310,19.92258091,Almonds,119446.4315,90.44851733,2096.464377,100,100,0,0,100,0,0,0,93,100,20
14311,10.6126281,Almonds,63628.33015,48.18133157,747.0190056,100,100,0,0,0,0,0,80,0,100,20
14313,38.40228754,Almonds,230242.067,174.3463854,4261.833211,100,100,0,0,0,0,0,56.66666667,16.66666667,100,20
14325,38.19919888,Almonds,229024.4429,173.4243629,6289.377067,100,0,0,0,0,3.5,0,55.55555556,67.5,0,20
14329,38.08566487,Almonds,228343.7463,172.9089185,6093.437816,100,100,0,0,0,100,0,64.44444444,63,0,20
14334,39.05379588,Almonds,234148.2048,177.3042333,6430.083757,100,0,0,0,0,100,0,0,63,0,20
14335,32.17691087,Almonds,192917.6344,146.0831753,5297.826427,100,0,0,25.33333333,0,0,0,55.55555556,97,0,20
14336,90.80818143,Almonds,544443.176,412.2691437,13026.48728,100,100,0,0,0,100,0,87.77777778,77.5,100,19.5
14340,38.99857928,Almonds,233817.152,177.0535499,4423.901619,100,100,0,0,100,100,0,86.66666667,82.33333333,0,20
14342,50.80350119,Almonds,304593.9155,230.6478954,5561.355313,100,0,0,0,0,11,0,2.222222222,95,100,20
14344,49.63124831,Almonds,297565.6382,225.3258673,5433.031189,100,0,0,0,0,0,0,0,95,100,20
14354,75.72389709,Almonds,454004.8967,343.7864928,10213.46339,100,0,0,0.5,0,0,0,74.44444444,76,0,20
14364,76.84278208,Almonds,460713.2052,348.8662306,5499.065414,100,100,100,0,100,100,0,0,96.5,100,10
14366,66.65198443,Almonds,399613.9722,302.6000093,4907.916489,100,100,100,0,0,100,0,100,97,100,15
14373,38.28518687,Almonds,229539.9864,173.8147484,4448.065247,100,100,0,0,0,21.5,0,72.22222222,95,0,20
14380,34.50325953,Almonds,206865.3276,156.6447983,2370.98526,100,0,0,0,0,100,0,48.88888889,8.5,0,20
14383,78.3049524,Almonds,469479.6913,355.5044839,6062.838956,100,0,0,0,0,100,0,85.55555556,41.33333333,97.5,20
14392,12.99954103,Almonds,77939.13823,59.01791628,1521.752476,100,100,0,0,0,100,0,77.77777778,98,0,20
14394,74.01107608,Almonds,443735.627,336.0102854,7661.564973,100,0,0,0,0,100,0,47.77777778,53.5,100,20
14400,2.71948782,Almonds,16304.77081,12.3464747,191.4237521,100,100,0,0,100,0,0,0,0,100,20
14401,19.12527663,Almonds,114666.1698,86.8287559,2403.032686,100,0,0,0,0,100,0,35.55555556,81.33333333,100,20
14403,70.84879408,Almonds,424776.0704,321.6535251,4987.02067,100,100,0,0,0,0,0,91.11111111,0,100,20
14405,9.84417275,Almonds,59021.03305,44.69254429,692.9277149,100,100,0,0,0,0,0,85.55555556,0,100,20
14406,35.21394486,Almonds,211126.2628,159.8713097,3570.69588,100,100,100,0,100,100,0,0,96,100,12.5
14407,34.95611555,Almonds,209580.4395,158.7007646,4021.504769,100,64.75,0,0,0,0,0,87.77777778,41,0,20
14408,38.51818056,Almonds,230936.9071,174.8725397,3121.018062,100,100,100,0,30.5,100,0,91.11111111,88,100,10
14410,38.13150146,Almonds,228618.5609,173.1170166,6150.931803,100,100,0,0,0,100,0,90,10.5,100,20
14414,33.72151146,Almonds,202178.3336,153.095662,2373.644843,100,100,0,0,9.666666667,0,0,0,4,100,20
14416,39.85423108,Almonds,238947.2381,180.9382091,5116.049527,100,100,0,0,0,100,0,55.55555556,47,100,20
14430,34.70349172,Almonds,208065.8257,157.5538524,2384.744759,100,0,0,0,0,100,0,53.33333333,0,1,20
14438,16.05330718,Almonds,96248.0848,72.8820146,1129.986414,100,100,0,65.33333333,0,100,0,97.77777778,0,100,10
14439,77.36686516,Almonds,463855.3611,351.2455678,5252.977414,100,100,100,100,0,100,100,61.48148148,11.33333333,100,20
14443,36.1319285,Almonds,216630.0613,164.0389554,2482.903675,100,100,0,0,0,74.33333333,100,93.33333333,91,0,20
14444,38.17183425,Almonds,228860.3774,173.3001275,4468.471859,100,100,100,0,26,100,0,0,96.33333333,100,10
14447,38.75704282,Almonds,232369.0129,175.9569744,2663.295541,100,100,0,0,0,0,0,65.55555556,97,8.5,20
14458,77.55633286,Almonds,464991.3204,352.1057512,6909.074355,100,100,0,0,0,100,0,93.33333333,14.33333333,100,20
14464,37.08039423,Almonds,222316.616,168.3449898,4340.70569,100,0,0,0,0,83.5,0,0,98,0,20
14470,30.82352866,Almonds,184803.3908,139.9388201,5074.996334,100,0,0,0,0,100,0,11.11111111,95,100,20
14475,18.76556175,Almonds,112509.4884,85.19565035,3089.690286,100,100,0,0,0,100,0,0,55,0,20
14482,77.5530205,Almonds,464971.461,352.0907131,5968.936682,100,100,0,0,0,100,100,85.55555556,64.5,100,20
14485,75.84220404,Almonds,454714.2096,344.3236063,5338.504969,100,100,0,0,0,0,0,85.18518519,0,100,10
14493,77.16633547,Almonds,462653.0793,350.335163,5431.710095,100,100,0,0,0,100,0,21.11111111,0,100,5
14496,78.18590492,Almonds,468765.9385,354.9640083,9695.878328,100,2.333333333,0,0,0,84.33333333,0,79.25925926,21,0,20
14500,24.35042158,Almonds,145993.6831,110.550914,1783.925415,100,100,0,0,0,100,0,0,26.5,51.5,20
14507,37.78601674,Almonds,226547.1969,171.548516,4914.802284,100,0,0,0,0,41,0,0,98,0,20
14508,58.65995048,Almonds,351697.4929,266.3161752,6299.965514,100,100,0,0,100,0,0,91.11111111,93.5,0,20
14510,16.08094094,Almonds,96413.76383,73.00747187,1376.919481,100,100,0,0,0,100,0,0,11,100,20
14511,36.28156354,Almonds,217527.2027,164.7182985,4247.192959,100,100,0,0,0,100,0,55.55555556,0,0,20
14515,17.13633101,Almonds,102741.3867,77.79894279,1489.304464,100,100,100,0,100,100,0,48.88888889,97,100,10.5
14519,49.84142985,Almonds,298825.7879,226.2800915,5120.97765,100,100,0,0,70.5,0,0,0,93.5,0,20
14524,35.79311796,Almonds,214598.7125,162.5007555,4190.014535,100,0,0,0,0,100,0,0,98,71,20
14532,14.52318136,Almonds,87074.16954,65.93524337,1492.190079,100,100,0,0,0,100,0,0,95,0,20
14534,6.12726841,Almonds,36736.22157,27.81779858,629.5486441,100,100,0,0,0,0,0,36.66666667,95,0,20
14538,28.12935648,Almonds,168650.4007,127.7072784,4631.409422,100,100,0,0,0,0,0,64.44444444,98,100,20
14539,75.84371181,Almonds,454723.2495,344.3304516,5211.806803,100,100,0,41,0,0,0,66.66666667,98,0,20
14541,38.46668497,Almonds,230628.1637,174.6387498,2707.655868,100,0,0,0,100,100,0,44.44444444,99,100,20
14552,13.79845938,Almonds,82729.07717,62.64500559,1410.118653,100,100,0,0,0,100,0,0,92.5,100,20
14559,25.87616842,Almonds,155141.344,117.4778046,2658.657276,100,100,0,0,100,100,0,83.33333333,95,0,20
14573,3.85019648,Almonds,23083.9685,17.47989202,93.5177273,100,0,0,0,0,100,0,0,96.66666667,100,20
14574,64.32473654,Almonds,385660.8877,292.0343039,10590.86407,100,0,0,0,0,100,0,35.55555556,97,100,20
14580,35.82611811,Almonds,214796.5659,162.6505762,5898.656837,100,0,0,0,0,0,0,48.88888889,63,0,20
14582,37.40190635,Almonds,224244.2516,169.8046548,6158.105379,100,100,0,0,0,100,0,24.44444444,55,0,20
14588,36.61827569,Almonds,219545.9704,166.2469716,4286.609162,100,0,0,0,0,100,0,3.703703704,98,0,20
14590,36.90016927,Almonds,221236.0719,167.5267685,2415.166418,100,100,100,0,0,100,100,86.66666667,58.66666667,100,20
14592,42.12930421,Almonds,252587.5073,191.2670411,5657.861262,100,100,0,0,0,30,0,77.77777778,47.2,100,20
14610,156.64309,Almonds,939158.3454,711.1596286,15725.69072,100,100,96,0,1,100,0,24.88888889,95.5,100,20
14612,7.66818814,Almonds,45974.85204,34.81357416,526.9403908,100,0,0,0,0,100,0,57.77777778,34.66666667,100,20
14625,159.8913126,Almonds,958633.1614,725.9065592,18467.71446,100,100,0,0,0,100,0,0,10.5,100,10
14627,51.03512683,Almonds,305982.634,231.6994758,2391.075632,100,100,0,0,92.5,0,0,53.33333333,47.5,0,20
14638,38.49989718,Almonds,230827.2885,174.7895332,6338.207789,100,100,0,0,0,100,100,68.88888889,66.5,51,20
14639,15.73404106,Almonds,94333.9152,71.43254641,1616.600343,100,100,0,0,100,100,0,98.88888889,95,0,20
14643,79.16755642,Almonds,474651.4595,359.4207061,8134.102256,100,100,0,1,0,80.75,0,92.22222222,56,100,15.5
14651,30.73489365,Almonds,184271.9769,139.5364172,3482.047321,100,100,0,0,0,100,0,86.66666667,97,0,20
14655,76.0993724,Almonds,456256.0702,345.4911507,7818.860462,100,100,0,0,0,72.33333333,0,90.37037037,55,100,16.33333333
14662,39.14998357,Almonds,234724.901,177.7409254,3827.936905,100,100,0,0,0,0,0,0,73.5,0,20
14664,15.5462612,Almonds,93208.07541,70.58002585,2559.642651,100,100,0,0,0,0,0,66.66666667,98,26,20
14666,40.76369242,Almonds,244399.9408,185.0671636,4771.88,100,76,0,0,0,0,0,73.33333333,98,0,20
14667,63.21358081,Almonds,378998.9202,286.9896569,8896.119019,100,0,0,27.66666667,0,100,0,84.44444444,91.5,0,20
14670,38.09933589,Almonds,228425.7113,172.9709849,4459.985055,100,100,0,0,0,100,0,30.66666667,89.4,46,10
14675,39.00341077,Almonds,233846.1194,177.0754849,6421.788006,100,100,0,0,0,100,0,5.555555556,68.66666667,100,20
14677,40.19829554,Almonds,241010.0869,182.5002618,3145.120989,100,100,0,0,0,24.66666667,0,93.33333333,48.25,0,20
14680,15.05599642,Almonds,90268.67822,68.35422375,1736.484813,100,100,0,0,100,0,0,0,92,100,20
14682,57.69540909,Almonds,345914.5561,261.9371573,7729.714243,100,0,0,0,0,100,0,80,54,0,20
14688,37.23344999,Almonds,223234.2664,169.039863,2590.696466,100,100,0,0,0,0,0,90,74.33333333,0,20
14691,76.06787825,Almonds,456067.2461,345.3481673,7815.624583,100,100,0,0,100,0,0,37.77777778,78,0,20
14693,36.43007049,Almonds,218417.5805,165.39252,4245.994348,100,100,0,0,0,100,0,0,55.66666667,0,20
14694,41.80517866,Almonds,250644.2028,189.7955111,6883.090214,100,0,0,96.66666667,0,0,0,63.33333333,97,0,20
14697,43.01231293,Almonds,257881.6125,195.2759007,4419.3173,100,100,0,0,0,0,0,36.66666667,95,0,20
14702,52.86320267,Almonds,316942.9175,239.9989401,4328.750624,100,100,0,0,73.5,22.66666667,0,37.77777778,65.33333333,0,20
14706,79.15825111,Almonds,474595.6693,359.37846,5439.57438,100,100,0,0,0,100,100,90,91,39,17
14707,13.59624275,Almonds,81516.68129,61.72694209,1488.352871,100,0,0,0,0,100,0,35.55555556,89.5,100,20
14712,49.49663364,Almonds,296758.5519,224.7147167,3482.510186,100,100,0,73.5,0,100,0,52.22222222,1.5,100,10.5
14715,24.17280179,Almonds,144928.7583,109.7445201,1695.614193,100,100,0,100,0,100,0,73.33333333,11,100,14
14728,18.56459764,Almonds,111304.6021,84.28327329,1306.755229,100,100,0,0,0,100,0,0,0,100,20
14730,77.12269639,Almonds,462391.4399,350.1370416,9028.138293,100,100,0,0,0,50.5,0,94.44444444,81.5,78.25,20
14733,38.31057575,Almonds,229692.2062,173.9300139,4030.605009,100,100,100,0,91.66666667,100,0,13.33333333,97,100,14.5
14740,33.42228914,Almonds,200384.3372,151.7371927,2352.582693,100,100,100,0,25.5,100,0,0,0,100,14.5
14753,76.34506634,Almonds,457729.1356,346.6066012,11740.73705,100,1.5,0,0,0,40.25,0,75.55555556,43.75,0,20
14755,76.16637227,Almonds,456657.7699,345.7953301,10926.49905,100,87,0,0,0,0,0,64.44444444,23,0,20
14756,54.46434264,Almonds,326542.6002,247.2681156,8967.381455,100,0,0,0,0,100,0,0,63,0,20
14757,76.79977354,Almonds,460455.3463,348.6709719,8520.114689,100,100,0,0,0,100,0,88.88888889,5.333333333,0,20
14762,37.8373252,Almonds,226854.8184,171.7814564,3887.611115,100,100,0,0,0,100,0,0,79,100,16.33333333
14772,77.37759908,Almonds,463919.7166,351.2942998,9056.691489,100,100,0,0,0,0,0,54.07407407,14,0,20
14778,67.18878325,Almonds,402832.3656,305.037076,11062.42028,100,0,0,0,0,100,0,14.44444444,63,0,20
14779,22.40251827,Almonds,134314.9704,101.7074329,2301.755702,100,100,0,0,0,100,8,56.66666667,0,100,20
14782,149.1749878,Almonds,894383.1146,677.2544446,11960.74288,100,100,0,42.33333333,0,100,100,88.88888889,54,49,16.66666667
14784,77.37918547,Almonds,463929.2279,351.301502,7879.080699,100,84,0,0,0,0,0,82.22222222,54.33333333,43.33333333,20
14785,74.94267964,Almonds,449321.0841,340.2397656,12339.07476,100,0,0,0,0,100,0,1.111111111,63,100,20
14787,41.98310324,Almonds,251710.955,190.6032887,6912.384931,100,100,0,0,0,0,0,80,57.5,100,20
14792,43.60889462,Almonds,261458.436,197.9843816,3069.614123,100,100,0,0,0,100,100,63.88888889,99,100,20
14797,37.80585337,Almonds,226666.1281,171.6385743,2597.931972,100,100,0,0,0,0,0,90,89,0,20
14801,38.82108999,Almonds,232753.0097,176.2477486,5691.530114,100,0,0,0,0,100,0,58.88888889,95.33333333,0,20
14802,74.49828283,Almonds,446656.6897,338.222204,7641.189825,100,0,0,0,0,66,0,28.88888889,94.5,100,20
14807,35.98977976,Almonds,215777.8042,163.3936001,5925.603209,100,100,0,0,0,100,0,89.62962963,44,0,20
14813,37.679916,Almonds,225911.0668,171.0668186,4404.06063,100,100,0,0,0,0,0,90,93,0,20
14820,38.38404288,Almonds,230132.6806,174.2635547,3972.174129,100,100,0,0,100,4.25,0,74.44444444,91,0,20
14824,37.49725145,Almonds,224815.896,170.2375216,2576.725552,100,100,0,0,0,100,100,92.22222222,91,0,20
14829,35.67901921,Almonds,213914.63,161.9827472,3931.569546,100,100,0,0,100,0,0,93.33333333,91.66666667,0,20
14844,32.1294824,Almonds,192633.2756,145.8678501,5290.017481,100,0,0,67,0,97.5,0,88.88888889,59.25,0,20
14856,18.20050206,Almonds,109121.6561,82.63027935,2943.281594,100,0,0,0,0,0,0,88.88888889,81.5,0,20
14877,77.43957661,Almonds,464291.3048,351.5756778,12750.18094,100,100,0,0,0,100,0,46.66666667,0,0,20
14879,37.61560678,Almonds,225525.4989,170.7748548,4015.338049,100,100,2,0,0,100,0,96.66666667,95.5,0,20
14893,8.22791566,Almonds,49330.71518,37.3547371,1354.700246,100,100,0,0,0,23,0,68.88888889,97,0,20
14897,38.00012047,Almonds,227830.8623,172.5205469,5320.926426,100,100,0,0,0,100,0,33.33333333,90.33333333,0,20
14904,38.84294079,Almonds,232884.0168,176.3469512,4547.032945,100,100,0,0,0,100,0,0,87,100,19.5
14908,36.05798163,Almonds,216186.7106,163.7032366,4221.02001,100,100,0,0,98,100,0,77.77777778,88.5,0,20
14910,41.94894621,Almonds,251506.1655,190.4482158,5036.97977,100,77.5,0,0,0,100,0,74.44444444,96.5,0,20
14912,76.76156982,Almonds,460226.2947,348.497527,5274.879911,100,100,0,0,0,100,100,91.11111111,91,58.33333333,17
14914,36.36282903,Almonds,218014.4323,165.0872438,4550.285957,100,0,0,0,0,100,0,52.22222222,63,0,20
