FID_Tulare_fields,TNC,Krat,Kitfox,Corridors,CPAD
9158,0,0,0.379002339,0,0
9159,0,0,6.540971213,0,0
9160,0,0,0,0,0
9161,0,0,0,0,0
9162,1.392513403,0,0,0,0
9163,0,0,0,0,0
9164,0,0,0.562983006,37.53220039,0
9165,0,0,2.152460652,0,0
9166,0,0,0,0,23.05306627
9167,18.95838039,0,4.136373903,0,0
9168,0,0,0,0,0
9169,0,0,0,0,0
9170,0,0,0.043162242,0,0
9171,0,0,0,0,3.699331585
9172,0,0,0,0,0
9173,0,0,0,0,0
9174,0,0,0.03761459,0,0
9175,0,0,0,12.43630694,0
9176,0,0,0,0,3.708770916
9177,0,0,0,0,0
9178,0,0,0,0,0
9179,0,0,0,0,0
9180,0,0,0,0,0
9181,0,0,14.52649063,0,0
9182,0,0,0,0,0
9183,0,0,0,0,0
9184,0,0,0,0,33.24611761
9185,0,0,0,0,0
9186,0,0,0,0,0
9187,0,0,0,0,0
9188,0,0,0,0,35.13534707
9189,0,0,0,0,0
9190,0,0,0,0,0
9191,0,0,0,0,0
9192,0,0.46538696,0.651541744,0,37.23095679
9193,0,0,0.329274111,0,0
9194,0,9.057286331,11.09836494,0,12.75674131
9195,0,0,0.182659208,0,0
9196,0,0,0,0,0
9197,0,0,0.292432187,0,0
9198,0,0,0,0,0
9199,0,0,0,0,0
9200,0,0,0.095280769,0,0
9201,0,0,0,0,0
9202,0,0,0,0,0
9203,0,0,0,0,36.89586082
9204,0,0,0,0,0
9205,0,0,0,1.354602402,0
9206,0,0,6.719346714,19.78703327,0
9207,0,0,0,0,0
9208,0,0,44.87892848,0,0
9209,0,0,0.782112058,0,0
9210,0,0,0,0,0
9211,0,0,0,0,0
9212,0,0,0,0,0
9213,0,0,0,0,0
9214,0,0,0,0,0
9215,0,0,0,0,9.509591984
9216,0,0,0,0,0
9217,0,0,0,0,16.41293644
9218,0,0,0,0,19.46371646
9219,0,0,0,0,0
9220,0,0,2.114724843,0,0
9221,0,0,9.518306804,0,0
9222,0,0,0,0,0
9223,0,0,0.046291073,0,0
9224,0,0,0,0,0
9225,0,0,0,0,0
9226,0,0,0.646842441,0,0
9227,0,0,0,0,0
9228,0,0,0,0,0
9229,0,0,0,0,3.152254079
9230,0,0,0,0,2.45487962
9231,0,0,0,0,0
9232,0,0,0,0,0
9233,0,0,0,0,45.83379565
9234,0,0,0.721930658,0,0
9235,0,0,0,8.784145337,0
9236,0,0,0,0,10.8949457
9237,0,0,0,0,28.02365475
9238,0,0,0,0,0
9239,0,0,0,45.01154128,0
9240,0,0,0.345895143,0,0
9241,0,0,0,0,0
9242,0,0,0,1.804122972,0
9243,0,0,0,0,0
9244,0,0,0,0,29.92826504
9245,0,0,0,0,0
9246,0,0,0.671752572,0,0
9247,0,0,0,0,1.100570458
9248,0,0,0,0,0
9249,0,0,0.092829769,0,1.856595376
9250,0,0,0,0,0
9251,0,0,0,0,6.002811621
9252,0,0,19.35786303,0,0
9253,0,0,0,0,0
9254,0,0,0,9.3543197,0
9255,0,0,0,0,0
9256,0,0,0,0,0
9257,0,0,0.177467697,0,17.74676971
9258,0,0,0,0,0
9259,0,0,4.584512545,0,4.281761716
9260,35.72989291,0,4.129585613,0,35.90944011
9261,0,0,0.111701941,0,0
9262,0,0,0,0,0
9263,0,0,16.86806602,0,0
9264,0,0,0.66496884,0,18.99910972
9265,0,0,0,0,0
9266,0,0,0,0,0
9267,0,0,0.426896523,0,0
9268,0,0,0,0,0
9269,0,0,2.877786476,0,0
9270,0,0,0,0,0
9271,0,0,0,0,8.556678839
9272,0,0,0,0,0
9273,0,0,0.041453723,0,4.14537229
9274,0,0,0,0,0
9275,0,0,0,0,2.188706211
9276,0,0,1.518717941,0,0
9277,0,0,0,1.377154309,1.488815469
9278,0,0,0.094860641,9.486064147,0
9279,0,0,0,0,0
9280,0,0,0,0,0
9281,0,0,4.743812047,0,16.35797257
9282,0,0,0,0,0
9283,0,0,1.517578234,0,0
9284,0,0,0,0,0
9285,0,0,0,0,0
9286,0,0,0,0,0
9287,0,0,0,0,0
9288,0,0,0,0,0
9289,0,0,0,0,0
9290,0,0,0.191936208,0,0
9291,0,0,0,0,0
9292,0,0,0,0,0
9293,0,0,4.830769106,0,0
9294,0,0,0,0,0
9295,0,0,0,0,0
9296,0,0,4.566651321,0,8.616323247
9297,0,0,1.20921288,0,0
9298,0,0,0,0,0
9299,0,0,9.130230496,0,0
9300,0,0,0,0,0
9301,0,0,0,6.502626685,0
9302,0,0,0,0,0
9303,0,0,0.036793049,0,0
9304,0,0,0,1.0968302,0
9305,0,0,21.18454477,0,0
9306,0,0,0,0,0
9307,0,0,0,0,0
9308,0,0,0,0,0
9309,0,0,0,0,4.401423599
9310,0,45.06167666,54.22676344,0,76.37572315
9311,0,0,0,0,8.629531593
9312,0,0,0,0,0
9313,0,0,0,0,0
9314,0,0,0,0,0
9315,0,0,0,0,24.64845935
9316,0,0,0.17969216,0,0
9317,0,0,0,0,0
9318,0,0,0,2.036751364,0
9319,0,0,0,0,0
9320,0,0,0.405575026,0,0
9321,0,0,13.87688661,27.6276197,0
9322,0,0,0,0,0
9323,0,0,2.488971521,0,5.470267079
9324,0,0,0,0,0
9325,0,0,0,0,0
9326,0,0,0.385060167,0,0
9327,0,0,0,0,7.243702345
9328,0,0,0,0,11.16436606
9329,0,0,0,0,0
9330,0,0,0,0,0
9331,0,0,0,0,0
9332,0,0,0,4.885260125,0
9333,0,0,0,0,2.823833346
9334,0,0,0,0,0
9335,0,0,0,0,0
9336,0,0,0,0,0
9337,0,0,0,0,0
9338,0,0,0,0,0
9339,0,0,0,4.649018348,0
9340,0,0,1.261835431,0,3.900218604
9341,0,0,0.372964971,0,0
9342,0,0,0,8.271925259,0
9343,0,0,1.658864721,8.730866953,0
9344,0,0,0,0,0
9345,0,0,0,4.442411521,4.442411521
9346,0,0,0,0,19.30644414
9347,0,0,0,0,0
9348,0,0,0,0,0
9349,0,0,0,0,0
9350,0,0,0,0,0
9351,0,0,3.138171065,0,2.987297456
9352,0,0,0,0,0
9353,0,0,0,4.250550698,0
9354,0,0,0,0,17.78927515
9355,0,0,0.195810881,0,39.16217615
9356,0,0,0,0,0
9357,0,0,0,0,18.24154755
9358,0,0,0,0,0
9359,0,0,0,0,0
9360,0,0,0,0,0
9361,0,0,0,0,0
9362,0,0,19.57728723,0,0
9363,0,0,0,0,0
9364,0,0,0.351299011,0,15.6132894
9365,0,0,0,0,0
9366,0,0,0,0,0
9367,0,0,0,0,0
9368,0,0,0,0,0
9369,0,0,0,0,74.11332539
9370,0,0,0,0,0
9371,0,0,2.470410695,0,10.2933779
9372,0,0,0,0,0
9373,0,0,0,0,0.595733179
9374,0,0,0,0,0
9375,0,0,0,0,0
9376,0,0,0,8.010025952,0
9377,0,0,0,0,1.390463363
9378,0,0.268057906,0,1.576811209,1.576811209
9379,1.692720175,0,0,0,0
9380,0,0,0,1.473230041,0
9381,0,0,0,0,0
9382,0,0,0,1.972613782,0
9383,0,0,0,0,0
9384,0,0,1.42386136,0,0
9385,0,0,0,5.062259637,0
9386,0,0,0,0,6.792667299
9387,0,0,0,0,0
9388,0,0,0,3.332917877,0
9389,0,0,0,9.628493859,0
9390,0,0,0,4.459886382,4.459886382
9391,0,0,0,0,0
9392,0,0,0,0,0
9393,0,0,0,0,2.215006349
9394,0,0,0,0,1.054600774
9395,0,0,0,0,0
9396,0,0,0,0,37.82443094
9397,0,0,0,0,0
9398,0,0,0,0,0
9399,0,0,0,0,11.45070545
9400,0,0,0,0,0
9401,0,0,0,0,0
9402,0,0,0,0,0
9403,0,0,0,0,58.96782928
9404,0,0,0,0,0
9405,0,18.77440327,21.94754185,0,26.4428215
9406,0,0,0,8.530512246,0
9407,0,0,0,0,0
9408,0,0,0,0,0
9409,298.9440811,0,0,44.84161217,298.9440811
9410,0,0,0,0,0
9411,0,0,0.187354184,0,0
9412,0,0,0,0,6.149055592
9413,0,0,0,0,0
9414,0,0,0,0,18.49626426
9415,0,0,0,22.37170209,0
9416,0,0,35.18755038,0,0
9417,0,0,1.30637701,0,0
9418,0,0,0,0,0
9419,0,0,0,0,0
9420,0,0,0,0,16.95480472
9421,0,0.503036548,0.601030681,0,0.650027747
9422,0,0,0,0,16.38345041
9423,0,0,0,0,8.691490055
9424,0,0.773773791,2.321321373,0,51.64940055
9425,0,0,0,0,0
9426,0,0,0,0,0
9427,0,0,0,0,27.46005209
9428,0,0,0,0,54.77405734
9429,0,0,12.3035062,0,0
9430,0,0,0,5.215687111,0
9431,0,0,0,0,0
9432,0,0,0,0,0
9433,0,0,0.345372001,25.9029001,8.461614033
9434,0,0,0,0,0
9435,0,0,0,0,11.45891924
9436,0,0,0,0,0
9437,0,0,0,0,17.00013141
9438,0,0,0,0,0
9439,0,0,0,0,0
9440,0,0,0,0,0
9441,0,0,0,0,0
9442,0,0,0,0,0
9443,0,0,2.34983223,0,36.15126508
9444,0,0,0.665641004,0,39.27281926
9445,0,0,0,0,0
9446,0,0,0,0,0
9447,0,0,0,0,0
9448,0,0,0,0,0
9449,0,0,1.924971107,0,0
9450,0,0,0,0,0
9451,0,0,0,0,0
9452,0,0,0,0,0
9453,0,0,0,0,16.54709949
9454,0,0,0,17.37683774,0
9455,0,0,0,0,0
9456,0,0,0,0,10.9430408
9457,0,0,0,0,0
9458,0,0,0,0,0
9459,0,0,21.09262093,0,0
9460,0,0,0.200009484,0,0
9461,0,0,0,0,0
9462,0,0,0,0,0
9463,0,0,0,0,0
9464,0,0,0,0,13.07276406
9465,0,0,0,0,102.2950633
9466,0,0.215015349,0.688049116,0,8.600613944
9467,0,0,0,0,8.863385207
9468,0,0,0,0,0
9469,1.825887567,0,0,0,1.825887567
9470,0,0,0,0,0
9471,0,0,0,0,29.26204548
9472,0,0,0,0,0
9473,0,0,0.584852226,0,0
9474,0,11.69606818,14.36582287,0,38.13935276
9475,0,0,0.266701993,2.07563725,0
9476,0,0,0,0,6.299023516
9477,0,0,0,0,0
9478,0,0,0,0,0
9479,0,0,0.364772231,0,0
9480,0,0,0,0,0
9481,0,0,9.441102329,0,0
9482,0,0,0,0,19.49349894
9483,0,0,0,0,8.652351333
9484,0,0,0,0,0
9485,0,4.195990816,4.195990816,13.1124713,13.1124713
9486,0,0,0.910622451,0,0
9487,0,0,0.771672739,0,0
9488,0,0,5.815811774,0,0
9489,0,0,0.175018204,0,0
9490,0,0,0,0,0
9491,0,0,0,0,0
9492,0,0,0,0,0
9493,0,0,0,0,10.44238824
9494,0,0,0,0,0
9495,0,0,0,0,0
9496,0,0,0,0,0
9497,0,0,0,0,12.70244643
9498,0,0,0,0,0
9499,0,0,0,0,0
9500,0,0,0,0,0
9501,0,0,0,0,33.8872033
9502,0,0,0,0,0
9503,0,0,0,0,0
9504,0,0,0,0,0
9505,0,0,0,0,0
9506,0,0,19.31020218,0,0
9507,0,0,0,0,0
9508,0,0,0,0,0
9509,0,0,0,0,0
9510,0,0,0,0,18.27068941
9511,0,0,8.960201643,0,0
9512,0,0,0,0,0
9513,0,0,0,0,16.99592405
9514,0,0,0,0,0
9515,0,0,2.092483604,0,0
9516,13.73522532,0,9.156816882,14.30752638,0
9517,0,0,0,0,0
9518,0,0,0,0,0
9519,0,0,0,0,0
9520,0,0,0,0,0
9521,0,0,8.035814325,0,0
9522,0,0,0,0,0
9523,0,0,0,0,0
9524,0,0,0,0,0
9525,0,0,0,0,0
9526,0,0,0,0,0
9527,0,0,0.180447374,2.577819625,0
9528,0,0,0,0,0
9529,0,0,0,0,0
9530,0,0,0,0,0
9531,0,0,0.56872406,0,0
9532,0,0,0,0,0
9533,0,0,0,0,0
9534,0,0,0,0,0
9535,0,0,0,1.479327164,1.479327164
9536,0,0,2.302743625,0,16.44816875
9537,0,0,0,0,0
9538,0,0,1.14572243,0,0
9539,0,1.194284884,1.393332365,6.634916024,6.634916024
9540,0,0,0,0,0
9541,0,0,0,0,5.957829327
9542,0,0,0,0,0
9543,0,0,0,0,0
9544,0,0,5.69694031,0,0
9545,0,0,7.643989445,0,0
9546,0,0,3.301615979,0,27.51346649
9547,0,0,0,0,0
9548,0,0,0,0,0
9549,0,0,0,0,0
9550,0,0,0,0,0
9551,0,0,0,0,0
9552,0,0,0,0,0
9553,0,0,0,0,0
9554,0,0,0.580335417,0,16.58101193
9555,0,0,1.322799302,37.79426577,0
9556,0,0,0.224405183,0,0
9557,0,0,0,0,0
9558,0,0,0.101003157,0,0
9559,0,0,0,12.36151197,0
9560,0,0,0,0,0
9561,0,0,0,0,0
9562,0,0,0,0,0
9563,0,0,0.044125166,8.82503319,8.82503319
9564,0,0,0.144777431,0,0
9565,0,0,0,0,0
9566,0,0,0,0,0
9567,0,0,0,0,0
9568,0,0,0.274873195,0,0
9569,0,0,0,0,0
9570,0,0,0,0,0
9571,5.756191687,0,0,0,12.37890685
9572,0,0,0,0,9.248059717
9573,0,0,0,0,0
9574,0,0,0,0,7.768999848
9575,0,0,0,0,0
9576,0,0,0,0,0
9577,0,0,0,0,0
9578,0,0,0,0,10.6492194
9579,0,0,0,0,0
9580,0,0,0,0,0
9581,0,0,0,0,0
9582,0,0,0,0,0
9583,0,0,0,0.087450174,0
9584,0,0,0,0,0
9585,0,0,0,9.997276472,0
9586,0,0,18.71853436,0,0
9587,0,0,0,0,0
9588,0,0,0,5.447126313,0
9589,0,0,0,0,0
9590,0,0,0,0,2.306569767
9591,0,0,0,0,0
9592,0,0,0.156084361,0,0
9593,0,0,0.158872551,0,0
9594,0,0,2.411026819,16.62777116,0
9595,1.795365941,0,0,0,1.795365941
9596,0,0,0,4.525966848,4.525966848
9597,0,0,12.85683088,0,42.15354386
9598,0,4.60270122,4.881652809,13.94757945,0
9599,0,0,0,0,0
9600,0,0,0,0,0
9601,0,0,0,0,0
9602,0,0,0,0,0
9603,0,0.535434429,2.617679428,7.932361904,7.932361904
9604,0,0,0,0,0
9605,0,0,0,8.251684473,0
9606,0,0,0,0,0
9607,0,0,0,0,0
9608,7.635288047,0,0,0,0
9609,0,0,0,0,0
9610,0,0,1.016962697,0,0
9611,0,0,0,47.23664216,0
9612,0,0,0,0,0
9613,0,0,0,0,0
9614,0,0,0,0,0
9615,0,0,0,0,0
9616,0,0,0,4.305588395,4.305588395
9617,0,0,0,5.785796219,0
9618,0,0,0,0,0
9619,0,0,0,0,0
9620,0,0,0,0,0
9621,0,0,0,0,0
9622,0,0,0,0,0
9623,0,0,0.241757475,0,34.45044018
9624,0,0,0,0,7.668354457
9625,0,0,0,0,0
9626,0,0,0,2.962646543,0
9627,0,0,0,0,0
9628,0,0,0,0,0
9629,0,0,0,0,0
9630,0,0,0,0,0
9631,0,0,0,0,18.48593652
9632,0,0,0,0,3.787447293
9633,0,0,0,0,0
9634,0,0,0.046519262,0,0
9635,0,0,0,7.349306786,0
9636,0,0,0,0,0
9637,0,0,0,0,0
9638,0,0,0,0,0
9639,0,0,0,0,0
9640,0,0,0,0,4.762942921
9641,0,0,0,0,1.153117713
9642,0,0,0,0,0
9643,0,0,0,0,0
9644,78.86537678,0.788653768,15.77307536,0,78.86537678
9645,0,0,0,0,0
9646,77.34837891,0.386741895,0.386741895,0,77.34837891
9647,0,0,0,0,0
9648,0,0,0.406898416,7.39815301,0
9649,0,0,18.13558176,0,0
9650,0,0,0,0,0
9651,0,0,0,0,0
9652,0,0,0,0,2.939289047
9653,0,0,0,0,56.56869098
9654,0,0,0,0,0
9655,0,0,6.088699711,0,0
9656,0,0,0,0,0
9657,0,0,0,0,0
9658,0,0,1.242020667,0,0
9659,0,0,0,0,0
9660,0,0,0,6.714109524,0
9661,0,0,0.343356831,34.33568315,0
9662,0,0,0.973306604,0,23.75752938
9663,0,0,0,0,0
9664,0,0,0,3.472308786,0
9665,0,0,0,0,0
9666,0,0,0,0,3.826972861
9667,0,0,0,0,0
9668,0,0,0.631108834,0,0
9669,0,0,0,0,0
9670,0,0,0,0,6.963039781
9671,0,0,0,0,0
9672,0,0,43.53439384,0,0
9673,0,0,0,6.429523659,0
9674,0,0,0,0,0
9675,0,0,0,0,0
9676,0,0,0,0,9.368020807
9677,0,0.841457222,0.841457222,0,0
9678,0,0,0,154.6760953,0
9679,0,0,70.55740137,0,146.9945862
9680,0,0,0,1.437598092,0
9681,0,0,0,0,0
9682,0,0,0,0,0
9683,0,0,0,0,0
9684,0,0,0,0,0
9685,0,0,0.466555401,0,0
9686,0,0,2.590725092,0,0
9687,0,0,2.023230025,0,8.796652283
9688,0,0,1.142216031,0,0
9689,0,0,0,0,0
9690,0,0,0,0,0
9691,0,0,0,0,0
9692,0,0,0.168995812,5.633193744,0
9693,0,0,0.359003526,0,15.31748376
9694,0,0,0,0,0
9695,0,0,0,0,1.371890491
9696,0,0,0,0,7.855892623
9697,0,0,0,0,65.37665838
9698,0,0,0,0,14.35208274
9699,0,0,0,0,0
9700,0,0,0,0,0
9701,0,0,0,16.53653283,0
9702,0,0,0,0,0
9703,0,0,0,0,29.11934947
9704,0,0,0,0,0
9705,0,0,1.607293926,0,0
9706,0,0,0,0,0
9707,0,0,0,0,0
9708,0,0,0,76.16306747,0
9709,0,0,0,0,1.704182963
9710,0,0,0,0,0
9711,6.896421408,0,15.12763406,26.6958248,0
9712,0,0,0,0,0.110050396
9713,0,0,0,0,0
9714,0,0,0.804644399,0,14.62989817
9715,0,0,0,0,0
9716,0,0,0.274163578,0,0
9717,0,0,0,0,0
9718,0,0,0.103373789,0,0
9719,0,0,0,0,115.8383834
9720,0,0,0.325665095,0,0
9721,0,0,0,0,0
9722,0,0,0,0,0
9723,0,0,0,0,0
9724,0,0,0,0,0
9725,0,0,0,0,0
9726,0,0,0,14.32500297,0
9727,0,0,0.960447559,12.00559449,0
9728,0,0,0,0,0
9729,0,0,4.977220079,0,0
9730,0,1.209975956,4.571020277,0,0
9731,0,0,0,0,9.486651536
9732,0,0,0,0,0
9733,0,0,0,0,0
9734,0,0,0,7.639585715,7.639585715
9735,0,0,0,0,9.601897876
9736,0,0.103685425,1.313348718,0,10.36854251
9737,0,0,0,0,0
9738,0,0,0,5.883156897,0
9739,0,0,0,0,3.500701592
9740,0,0,0,0,0
9741,0,0,0,0,0
9742,0,0,0,0,0
9743,0,0,1.387358555,0,6.306175251
9744,0,0,11.91853513,0,0
9745,0,0,0.1423001,0,0
9746,0,0,0,0,0
9747,0,0,0,0,7.287726012
9748,0,0,0,0,0
9749,0,0,0,21.63321162,0
9750,0,0,0,16.05540574,18.24477925
9751,0,0,0,0,6.564569036
9752,0,0,0,0,0
9753,0,0,0,0,0
9754,0,0,0,0,0
9755,0,0,0,0,63.27051286
9756,0,0,0,0,0
9757,0,0,12.17317057,0,0
9758,0,0.768215873,1.536431746,0,76.82158729
9759,0,0,0.504360417,0,0
9760,0,0,0,0,4.337386331
9761,0,0,0,0,0
9762,0,0,0,0,30.54974047
9763,0,0,0,0,0
9764,0,0,0,0,0
9765,0,0,0,0,0
9766,0,0,0,0,0
9767,0,0,0,0,0
9768,0,0,0,0,0
9769,0,0,17.26489809,0,0
9770,0,0,0,0,0
9771,0,0,1.505409191,0,0
9772,0,0,0,0,0
9773,0,0,0,0,0
9774,0,0,0.045408759,0,0
9775,0,0,0,0,0
9776,0,0,0,0,0
9777,0,0,0,0,0
9778,0,0,0,0,0
9779,0,0,0,0,0
9780,0,0,0.533235074,0,0
9781,0,0,15.82847409,0,24.65090227
9782,0,0,0,6.53595651,6.53595651
9783,0,0,0,0,0
9784,0,0.374312078,2.807340589,0,37.43120785
9785,0,0,0,0,0
9786,0,0,1.440055128,0,0
9787,0,0,1.390393049,0,0
9788,0,0,0,0,7.332439122
9789,0,0,0,0,0
9790,0,0,15.88762131,0,0
9791,0,0,3.16445365,0,158.2226825
9792,0,0,0,0,0
9793,0,0,0,0,0
9794,0,0,0,0,0
9795,0,0,0,0,0
9796,0,0,0,0,0
9797,0,0,1.390004002,0,0
9798,0,0,0.089302359,0,0
9799,0,0,0,0,0
9800,0,0,0.546681472,0,0
9801,0,0,0,1.042328443,0
9802,0,0,0,0,0
9803,4.90123433,0,24.50617165,54.45815922,0
9804,0,0,0.219743122,0,14.06355981
9805,0,0,0,0,0
9806,0,0,0.03755374,1.072963988,0
9807,0,0,0.233260819,0,0
9808,0,0,0,0,1.655101919
9809,0,0,2.285334149,1.714000612,0
9810,0,0.380404316,8.559097115,0,0
9811,0,0,0,0,0
9812,0,0,0,0,0
9813,0,0,0,0,0
9814,0,0,0,0,0
9815,0,0,0.181359141,18.13591413,0
9816,0,0,0,0,6.981371187
9817,0,0,0,0,0
9818,0,0,0,0,0
9819,0,0,0,0,0
9820,0,0,0,0,0
9821,0,0,4.91534107,7.583669079,0
9822,0,0,0,0,0
9823,0,0,0,8.678953774,8.678953774
9824,0,0,0.121794798,0,0
9825,0,0,0,0,0
9826,0,0,0,0,0
9827,0,0,0,0,0
9828,0,0,0,0,0
9829,0,0,2.567143023,0,0
9830,0,0,0,0,0
9831,0,0,0,0,0
9832,0,0,39.781544,0,0
9833,0,0,0,0,0.095038121
9834,0,0,3.919083592,10.51026963,0
9835,67.82971047,12.54849644,21.3663588,0,0
9836,0,0,12.60714868,0,74.15969811
9837,0,0,0,0,0
9838,0,0,0,0,0
9839,0,0,0,0,2.770899202
9840,0,0,0,0,4.63384513
9841,0,0,0,0,1.094727266
9842,0,0,0,0,0
9843,0,0,0,14.01218912,0
9844,0,0,0,0,37.4654876
9845,0,0,0,0,0
9846,0,0,0,0,20.80950892
9847,0,0,0,0,0
9848,0,0,0,2.901416639,0
9849,0,0,0,0,0
9850,0,0,0,0,0
9851,0,0,0,8.152039456,0
9852,0,0,0,0,0
9853,0,0,0,0,0
9854,0,0,0,0,0
9855,305.7704066,0,0,0,305.7704066
9856,0,0,0,0,0
9857,0,0,0,0,0
9858,0,0,0,0,0
9859,0,0,0,0,0
9860,0,0,0,0,0
9861,0,0,0,11.89158987,11.89158987
9862,0,0,0,0,0
9863,0,0,0,0,0
9864,0,0,0.127032128,0,25.4064256
9865,0,0,0,0,0
9866,0,0,0,0,13.50420308
9867,0,0,0,0,0
9868,0,0,0,0,0
9869,0,0,1.346880865,3.151192967,0
9870,0,0,0,0,3.976589511
9871,0,0,0.057600989,0,3.513660319
9872,0,0,0,0,0
9873,0,0,0,0,0
9874,0,0,16.86962838,0,0
9875,0,0,0,0,3.341414982
9876,0,0,0,0,72.63688724
9877,0,0,0,0,0
9878,0,0,0.095341123,0,0
9879,0,2.635015898,7.378044513,0,105.4006359
9880,0,0,0,0,0
9881,0,0,0,0,0
9882,0,0,19.65292453,0,0
9883,0,0,0.092126306,0,0
9884,0,0,18.13240507,0,34.21208503
9885,0,0,0.344279842,0,0
9886,0,0,0,0,0
9887,0,0,0.222149959,0,0
9888,0,0,0,0,0
9889,0,0,0,0,0
9890,0,0,1.888304029,0,6.523232102
9891,0,0,0,0,1.041099384
9892,0,0,0,0,0
9893,0,0,0,3.538365571,0
9894,0,0,0,0,0
9895,0,0,0.357926766,2.01179527,0
9896,0,0,0,0,0
9897,0,0,0,0,0
9898,0,0,2.229316615,0,0
9899,14.88567555,0,0,0,14.88567555
9900,0,1.078305912,1.870186815,0,0
9901,0,0,0,11.77293622,11.77293622
9902,0,0,2.229685743,0,0
9903,0,0,0,0,0
9904,0,0,0,0,0
9905,0,0,0,0,0
9906,0,0,0,0,17.40820395
9907,0,0,0,0,0
9908,0,0,0,0,0
9909,0,0,0,0,0
9910,0,0,0,0,20.95283386
9911,0,0,0,0,0
9912,0,0,0.653464991,0,0
9913,0,0,0,0,0.281342952
9914,0,0,18.2145602,0,0
9915,0,0,0,0,0
9916,0,0,0,0,0
9917,0,0,0,0,0
9918,0,0,0,0,2.602521986
9919,0,0,3.211288684,0,0
9920,0,0,0,0,9.163502319
9921,0,0,0,0,0
9922,0,0,0,0,0
9923,0,0,0,0,0
9924,0,0,0,0,0
9925,0,0,0.37273545,0,0
9926,0,0,0,0,0
9927,0,0,26.58819314,0,75.24960323
9928,0,0,0,0,4.676387516
9929,0,0,0,0,0
9930,0,0,0,0,0
9931,0,0,0.187827473,0,9.391373661
9932,0,0,0.504013404,0,0
9933,0,0,0,4.862852013,0
9934,0,0,0,0,0
9935,0,0,0,0,0
9936,0,0,0,0,11.79787241
9937,0,0,0,0,0
9938,0,0,0,0,0
9939,0,0,24.38577422,0,0
9940,0,0,0,0,6.530250827
9941,0,0,16.23081196,0,0
9942,0,0,0,0,0
9943,0,0,0,0,0
9944,0,0,0,0,0
9945,0,0,0,0,0
9946,0,0,0,0,0
9947,0,0,0,7.47313373,0
9948,0,0,0,0,0
9949,0,0,0,0,0
9950,0,0,0,0,44.94811597
9951,0,0,0,0,37.0714819
9952,0,0,0,0,0
9953,0,0,1.12979459,0,0
9954,0,0,0,0,0
9955,0,0,0,0,0
9956,0,0,20.08573553,0,0
9957,0,0,0,0,0
9958,0,0,0,0,0
9959,0,0,0,0,0
9960,0,0,0,0,0
9961,0,0,0.22031753,0,44.06350597
9962,0,0,0,0,0
9963,0,0,4.638573032,0,37.10858425
9964,0,0,0,0,0
9965,0,0,21.78327094,0,0
9966,0,0,0,0,0
9967,0,0,0,0,8.773203635
9968,0,0,0,0,7.978269605
9969,0,0,0,0,0
9970,0,0,15.87166433,0,27.81181547
9971,0,0,0,0,5.143214313
9972,0,0,0,0,0
9973,0,0,0,0,0
9974,0,0,21.57972297,0,0
9975,0,0,0,5.231616586,5.231616586
9976,0,0,21.88247963,0,0
9977,0,0,0,0,0
9978,0,0,0,0,0
9979,65.7988703,0,2.30296046,0,0
9980,0,0,0,0,0
9981,0,0,0,0,6.963956587
9982,0,0,20.92371367,0,0
9983,0,0,5.315961798,0,0
9984,0,0,0,0,0
9985,0,0,0,0,1.778352647
9986,0,0,0,0,0
9987,0,0,0,0,20.66336612
9988,0,0,0,0,0
9989,0,0,0,0,0
9990,0,0,0,0,1.366801339
9991,0,0,1.496908831,0,0
9992,0,0,0,5.478693583,0
9993,0,0,0,0,0
9994,0,0,0,0,4.973399825
9995,0,0,0,0,0
9996,0,0,0,0,9.651267783
9997,0,0,0,0,0
9998,0,0,0,0,0
9999,0,0,0,0,15.2084189
10000,0,0,18.11632496,0,0
10001,0,0,1.85954266,0,0
10002,0,0,0,0,0
10003,0,0,0,0,0
10004,0,0,0,0,0
10005,0,0,0,0,0
10006,0,0,0.319648803,0,0
10007,0,0,0,0,0
10008,0,0,0,0,0
10009,0,0,0,0,0
10010,0,0,3.847418027,0,0
10011,0,0,0,0,0
10012,0,0,0,0,0
10013,0,0,0,0.669456707,2.419723037
10014,0,0,0,0,30.44260762
10015,0,0,0,0,0
10016,0,0,0,0,0
10017,0,0,26.73899992,0,0
10018,0,0,0,0,0
10019,0,0,0,0,4.532841352
10020,0,0,0,0,0
10021,0,0,0,0,0
10022,0,0,0,0,0
10023,0,0,1.950081136,0,0
10024,2.221768786,0,1.110884393,0,0
10025,0,0,0,0,0
10026,0,0,0,0,0
10027,0,0,0,0,0
10028,0,0,0,0,0
10029,0,0,0,1.474371133,0
10030,0,0,0,0,5.259911271
10031,0,0,18.16827047,0,33.03321904
10032,0,0,0,0,0
10033,0,0,0,0,0
10034,0,0,0,0,0
10035,0,0,0,0,0
10036,0,0,0,0,0
10037,0,0,0,0,0
10038,0,0,0,0,0
10039,0,0,0,0,0
10040,0,0.983577024,1.63929504,0,0
10041,0,0,0,0,0.22810793
10042,0,0,10.30665302,56.21810738,0
10043,0,0,0,0,0
10044,0,0,0,0,0
10045,0,0,0,0,0
10046,0,0,0,0,0
10047,0,0,0,0,0
10048,0,0,0,6.149547509,0
10049,0,0,0,0,0
10050,0,0,0,1.357655895,0
10051,0,0,0,0,0
10052,0,0,0,0,0
10053,0,0,0,0,0
10054,0,0,0,0,0
