FID_Fresno_fields,TNC,Krat,Kitfox,Corridors,CPAD
3265,0,0,0,0,16.19656462
3266,0,0,0.140600591,0,1.82780768
3267,0,0,0,0,0
3268,0,0,0,95.47415539,0
3269,0,0,0,15.54499463,0
3270,0,0,0,0,0
3271,0,0,0,0,8.725560031
3272,0,0.341832999,4.375462392,0,0
3273,0,0,0,0,0
3274,0,0,0,0,1.088636493
3275,10.78498706,0.113228211,0,16.98423159,16.98423159
3276,0,0,0,0,0
3277,0,0,2.07073096,0,0
3278,0,0,0,0,0
3279,0,0,4.400719054,0,0
3280,0,0,0,0,0
3281,13.590958,1.627086522,0,0,19.14219437
3282,0,0,0,0,0
3283,0,0,0,0,9.202179804
3284,0,0,0,0,0
3285,0,0,0,0,4.322755618
3286,0,0,0,0,0
3287,0,0,0,0,0
3288,0,0,0.424971159,0,0
3289,0,0,0,0,0
3290,1.642932083,0.973589382,0,8.397208423,0
3291,0,0,0,0,0
3292,0,0,0,0,0
3293,0,0,20.47773941,43.56965832,0
3294,0,0,0,0,0
3295,0,0,0.098685469,0,0
3296,0,0,0.093146777,0,0
3297,0,0,0,0,0
3298,0,0,0,0,0
3299,0,0,0,0,0
3300,0,0,0,0,0
3301,0,0,0,0,0
3302,0,0,0,0,0
3303,0,0,0,0,0
3304,0,0,0,0,15.67836015
3305,0,0,0.775001333,0,0
3306,0,0,0,0,0
3307,0,0,0,0,0
3308,0,0,0,0,77.18599746
3309,0,0,0,0,48.89144988
3310,0,0.217448119,11.95964657,0,0
3311,0,0,0,0,7.091946952
3312,0,0,0,0,38.18411086
3313,0,0,0,0,0
3314,0,0,0,0,2.621557154
3315,0,0,1.081500072,0,0
3316,0,0,0,0,16.19859137
3317,0,0,0.139510292,0,0
3318,0,0,0,0,34.47864566
3319,0,0,0,0,12.00608382
3320,0,0,0,0,96.53735122
3321,0,0,0,0,0
3322,0,0,0,0,17.48887734
3323,0,0,0,0,0
3324,0,0,0,0,75.67577723
3325,0,0,0,0,2.58152859
3326,0,0,4.734869997,0,0
3327,0,0,0,0,0
3328,0,0,0,0,0
3329,0,0,0,0,0
3330,0,0,0,0,0
3331,0,0,0,0,0
3332,0,0.307974371,0.115490389,7.699359264,6.082493818
3333,0,0,0,0,0
3334,0,0,0,0,0
3335,0,0,0,0,0
3336,0,0,0.759316799,0,0
3337,0,0,0,0,0
3338,0,0,0,0,86.37042468
3339,0,0,0,0,0
3340,0,1.109845793,0.443938317,44.39383172,0
3341,0,0,4.641915599,0,0
3342,0,0,0,0,0
3343,0,0,3.286670698,0,0
3344,0,0,0,0,0
3345,0,0,0,0,0
3346,0,0,0,0,47.76269976
3347,0,0,0,0,0
3348,0,0,0.470937238,0,0
3349,0,0,0,0,0
3350,0,0,0,0,0
3351,0,0,0,32.01937368,0
3352,0,0,0,0,0
3353,0,0,0,0,0
3354,0,0,0.86475685,0,0
3355,0,0,0,0,0
3356,0,3.006532065,6.01306413,75.16330162,0
3357,0,0,0,0,0
3358,0,0,0,0,0
3359,0,0,0,0,0
3360,0,0,0,0,1.052777488
3361,0,0,0,0,7.663184638
3362,0,0,0,0,0
3363,0,0,0,0,0
3364,0,0,0,0,0
3365,0,0,0,0,0
3366,0,0,0,146.1339688,0
3367,0,0,0,0,0.817654942
3368,0,0,0,0,1.208279621
3369,0,2.665514581,6.95995474,0,0
3370,0,0,0,0,0
3371,0,0,3.422235655,0,76.04968122
3372,0,0,0.222882378,0,0.835808917
3373,0,0,0,0,0
3374,0,6.493244758,0,14.60980071,324.6622379
3375,0,0,0,0,0
3376,0,0,0,0,17.86915641
3377,0,0,0,0,0
3378,0,0,0,0,0
3379,0,0,0,0,0
3380,0,0,0,0,0
3381,0,0,0,0,0
3382,0,0,0,0,0
3383,0,0,0,0,0
3384,0,0,0,0,0
3385,0,0,0,0,0
3386,0,0,0,0,9.421381215
3387,0,0,0,0,0
3388,0,0,0,0,0
3389,0,0,0,0,0
3390,0,0,0,0,0
3391,0,0,0.726374901,0,0
3392,0,0,0.138657074,0,0
3393,0,0.245865066,0,36.87975994,20.46826677
3394,0,0,0,0,0
3395,0,0,0,0,0
3396,0,0,0,0,3.700224724
3397,0,0,0.582084041,0,0
3398,0,0,0.35652061,0,0
3399,0,0,7.260356309,0,0
3400,0,0,9.852723285,0,0
3401,0,0,0,0,0
3402,0,0.728200973,1.456401946,0,0
3403,0,0,0,38.56488636,0
3404,0,0,0,14.80283644,0
3405,0,0,0,0,0
3406,0,0,0,0,0
3407,0,0,0,0,0
3408,0,0,0,0,0
3409,0,0,0,0,0
3410,0,0,0,0,8.858904812
3411,0,0,0,0,0
3412,0,0,0,0,0
3413,0,0,0,0,0
3414,0,0,0.266891012,0,0
3415,0,0,0,0,0
3416,0,0,0,0,74.06415406
3417,0,0,0,0,0
3418,0,0,0,0,0
3419,0,0,0,0,0
3420,0,0,0,0,1.707089012
3421,0,0,0,0,0
3422,0,0,0.145653498,0,0
3423,0,0,0,4.210047398,0
3424,0,0,0,0,0
3425,0,0,0,0,0
3426,0,0,0,0,0
3427,0,5.741919599,9.313113496,0,0
3428,0,0,0.519822573,0,0
3429,0,0,0,0,0
3430,0,0,0,0,10.16106397
3431,0,0,0,0,0
3432,0,0.480024737,6.293657662,0,0
3433,0,0,12.7891328,0,0
3434,0,0,0,0,0
3435,0,0,0,0,0
3436,0,0,0,0,13.91866073
3437,0,0,0,0,0
3438,0,0.336473347,1.345893386,8.075360318,45.76037514
3439,0,0,0,0,0.791577734
3440,0,0,0,0,0
3441,0,0,0,0,0
3442,0,0,0,0,0
3443,0,0,0,2.699085377,0
3444,0,0,0,0,0
3445,0,0.334189254,0,0,0
3446,0,0,0,0,0
3447,5.89255106,0,0,0,0
3448,0,0,0,0,3.709712759
3449,0,0,0,0,0
3450,0,0,0,0,0
3451,0,0,0,0,0
3452,0,0,5.1070768,0,0
3453,0,0,0.02299866,0,0
3454,0,0,0,0,0
3455,0,0,0.761409911,0,0
3456,0,0,0,0,0
3457,0,0,0,0,2.4920488
3458,0,0,0,0,0
3459,0,0,0,0,0
3460,0,0,0,0,70.02188651
3461,0,0,0,0,0
3462,0,0,0.587555244,0,0
3463,0,0,0,0,0
3464,0,0,0.265037037,0,0
3465,33.67675499,0.4490234,9.34529951,33.67675499,33.67675499
3466,0,0.268178414,5.095389865,0,0
3467,0,0,1.194714184,0,0
3468,0,0,0,0,0
3469,0,0,0,0,13.90918349
3470,0,0,0,18.48333689,0
3471,0,0,0,54.55999192,0
3472,0,0,0,0,0
3473,0,0,0,0,0
3474,0,0,2.036971391,0,0
3475,0,0,0,0,0
3476,0,0,0,0,0
3477,0,0,0,0,0
3478,0,0,0,0,0
3479,0,1.333669362,3.238911308,20.38608882,0
3480,0,0,0,0,0
3481,0,0,0,0,0
3482,0,0,0,0,0
3483,0,0,0,0,0
3484,0,0,0,0,0
3485,0,0,2.143344348,0,14.95356522
3486,0,0,0,0,0
3487,0,0,0,0,4.968401177
3488,0,0,0,0,0
3489,0,0,0,0,0
3490,0,0,0,0,0
3491,0,0,0,0,0
3492,0,0,1.946430716,0,0
3493,0,0,0,0,0
3494,0,0,0,0,0
3495,0,0,0,0,23.84085264
3496,0,0.492097439,3.321657711,0,0
3497,0,0,0,0,0
3498,0,0,0,0,3.158253325
3499,0,0,0,0,0
3500,0,0,2.297935154,0,0
3501,0,7.483796117,13.12375841,16.91988687,21.69216266
3502,0,0,0,0,0
3503,0,0,0,0,0
3504,0,0.086410567,0,0,0
3505,0,0,0,0,0
3506,0,0,27.804339,0,0
3507,0,0,0.404064574,3.673314312,0
3508,0,0,0,0,0
3509,0,0,0,0,0
3510,0,0,0,0,53.11771569
3511,0,0,0,0,0
3512,0,0,0,0,0
3513,0,0,0,0,75.89679642
3514,0,0.589286989,0,0,0
3515,0,0,0,0,0
3516,0,0.877281557,30.80233022,58.48543713,58.48543713
3517,0,0,0.015238013,0,0
3518,0,0,0,14.97953236,0
3519,0,0,0,0,0
3520,0,0,0,0,0
3521,0,0,0,0,0
3522,0,0,3.512732597,0,0
3523,0,0,0,0,2.705032111
3524,0,0,0,0,0
3525,0,0,0,0,2.024553392
3526,0,0,0,0,0
3527,0,0,0,0,8.543792496
3528,0,0,0,0,22.80000285
3529,0,0,0,0,0
3530,0,0,0,0,0
3531,0,0,0,0,0
3532,0,0,0,0,0
3533,0,0,0,0,0
3534,0,0,0,0,1.101525107
3535,0,0,0,0,0
3536,0,0,0,0,0
3537,0,0,0,0,0
3538,0,0,0,0,0
3539,0,0,0,0,30.03931545
3540,0,0,0.627638094,0,62.76380944
3541,0,0,0,0,0
3542,0,0,0,0,0
3543,0,0,0,0,1.302274526
3544,0,0,0,0,14.47662391
3545,0,0,0,0,0
3546,0,0,0,0,0
3547,0,0,0,0,0
3548,0,0,0,0,0
3549,0,0,0,0,0
3550,0,0,0,0,1.513217594
3551,0,0,0,0,0
3552,0,0,0,0,0
3553,0,0,0,0,0
3554,0,0,0,0,0
3555,0,0,1.92937849,0,0
3556,0,0,0,0,0
3557,0,0,0,0,0
3558,0,0.281862318,0,9.207502373,0
3559,0,0,0.543421808,0,0
3560,0,0,0,0,0
3561,0,0,0,0,0
3562,0,0,0,0,0
3563,0,3.402733527,6.805467055,0,0
3564,7.469800099,6.175034748,8.216780109,14.9396002,0
3565,0,0,0,0,0
3566,0,0,0,0,0
3567,0,0,0,0,0.509796253
3568,0,0,0,0,0
3569,0,0,0,0,0
3570,0,0,0,0,0
3571,0,0,0,0,74.31434358
3572,0,0,3.807629947,0,0
3573,0,0,0,0,0
3574,0,0,0,0,0
3575,0,0.238340712,16.52495607,0,0
3576,0,0,0.545295061,0,0
3577,0,0,0.812603715,0,0
3578,0,0,0,0,0
3579,0,0,0,0,0
3580,0,0,0,75.86651761,0
3581,0,0,0.371003229,0,0
3582,0,0,0,0,0
3583,0,0,0.197502213,0,39.50044269
3584,0,0,0,0,3.234950795
3585,0,0,0,0,0
3586,0,0,0,0,36.1307611
3587,0,0,0,0,37.86399306
3588,0,0,1.835052308,0,0
3589,0,0,0,0,0
3590,0,0,0,0,0
3591,0,0,0,0,0
3592,0,0,0.112008518,0,0
3593,0,0.653451758,1.089086263,43.56345053,43.56345053
3594,0,0,0,0,0
3595,0,0,0,0,0
3596,0,1.519038637,4.557115911,0,0
3597,0,0,0,0,0
3598,0,0,0,0,3.041026915
3599,0,0,0.649600982,0,0
3600,0,0,0,0,0
3601,0,0,0,7.485275562,0
3602,0,0,0,0,0
3603,0,0,0,0,56.03804116
3604,0,0,0,0,0
3605,12.24498533,0.535299905,0,13.38249763,0
3606,0,0,4.931751056,10.20362287,0
3607,0,0,0,0,0
3608,0,0,0,0,0
3609,0,0,0,0,0
3610,0,0,2.40993271,0,43.81695837
3611,50.75046178,0.780776335,1.171164503,78.0776335,78.0776335
3612,0,0,0,0,0
3613,0,3.866004829,8.505210624,54.51066809,0
3614,0,0,0,0,0
3615,0,0,0,0,15.82309578
3616,0.017249994,0,0,0,3.449998818
3617,0,0,0,0,0
3618,0,0,4.403034457,0,0
3619,0,0,13.76207102,0,77.5327945
3620,0,0,0,0,0
3621,0,0,0.07851472,0,0
3622,0,0,0,0,0
3623,0,0,3.186402502,0,0
3624,0,0,0,0,65.69368812
3625,0,0,0,0,0
3626,0,0,0,0,10.0429323
3627,0,0,0,0,0
3628,0,0,0.183986392,0,0
3629,0,0,0,0,0
3630,0,0,5.575946855,0,0
3631,0,0,0,0,0
3632,0,0,0,7.712287398,7.712287398
3633,0,0,0,0,32.69916506
3634,0,0,0,0,0.917458524
3635,0,0,0,0,0
3636,0,0,0,0,0
3637,0,0,3.061378817,0,0
3638,0,0,0,0,0.042943428
3639,0,0,0,0,19.54234981
3640,0,0,0,0,3.94191968
3641,0,0,0,0,34.62095776
3642,0,0.357480837,0,0,35.74808373
3643,0,0,0,0,0
3644,0,0,0,0,0.267843891
3645,0,0,2.318169481,0,0
3646,0,0,0,0,0
3647,0,0,0,0,0
3648,0,0,4.411608547,0,17.74233872
3649,0,0,0.763344054,0,0
3650,0,2.908187369,0,0,0
3651,50.45217829,0,33.04983273,16.67115456,0
3652,0,0.073281257,0,0,0
3653,0,0,0,0,5.254260532
3654,0,0,0,0,0
3655,0,0,0,0,0
3656,0,0,0,0,0
3657,0,0,0,0,0
3658,0,0,0,0,2.210490271
3659,0,0,0,0,0
3660,0,0,0,0,0
3661,0,0,0,0,23.76771276
3662,0,0,0,0,122.805388
3663,0,0,0,0,0
3664,0,0,0,0,0
3665,0,0,0,0,0
3666,0,0,0,0,1.190501371
3667,0,0,0,0,0.689125532
3668,0,0,0,0,34.08726535
3669,0,0,0,0,0
3670,0,0,0,0,0
3671,0,0,0,0,0
3672,0,0,0,0,175.5838782
3673,0,0,0,0,0
3674,0,0,0,0,0
3675,0,0,0,0,0
3676,0,0,0,0,0
3677,0,3.208689339,6.06085764,0,0
3678,0,0,0,0,0
3679,9.924163355,4.661349455,8.345319185,15.03661114,15.03661114
3680,0,0,0,0,15.50244185
3681,0,0,0,7.600275048,0
3682,0,0,0,0,0
3683,0,0,0.055008515,0,0
3684,0,0,0,0,0
3685,0,0,0,0,0
3686,0,0,0.118455918,0,0
3687,0,0,0,0,0
3688,0,0,0,0,0
3689,0,0,0,0,0
3690,0,0,0,0,27.7556241
3691,0,0,0,0,0
3692,0,0,0,0,0
3693,0,0,0,0,0
3694,0,0,0,0,26.3397776
3695,0,0,0,0,4.246197727
3696,0,0,0,0,12.45304878
3697,0,0,0,0,154.2736023
3698,0,0,0,0,0
3699,0,0,0,0,0
3700,0,0,0,0,0
3701,0,0,0,0,0
3702,0,0,0,0,2.087998053
3703,0,0,0,0,0
3704,0,0,0,0,0
3705,0,4.833914792,9.549929223,23.58007216,23.58007216
3706,0,0,0,0,0
3707,0,0,0,0,0
3708,0,0.317774423,11.33395442,0,0
3709,0,0,0,0,0.213924614
3710,0,0,2.484386093,6.059478276,6.059478276
3711,0,0,0,0,0
3712,0,0,0,0,24.89892893
3713,0,0,11.61210474,0,0
3714,0,0,0,0,25.91793604
3715,0,0,0,0,0
3716,0,0,0,0,0
3717,0,0,0,0,0
3718,0,0,0,0,0
3719,0,0,0,0,4.30029662
3720,0,0,0,4.637042643,0
3721,0,0,0,10.40830728,148.690104
3722,0,0,0,0,0
3723,0,0,0,0,35.40579534
3724,0,0.231573471,0,0,0
3725,0,0,17.88685322,0,0
3726,0,0,11.89025492,0,39.1986426
3727,0,0,0,0,0
3728,0,0,0,0,0
3729,0,0,0,0,0
3730,0,0,0,0,77.72186801
3731,0,0,0,0,0
3732,0,0,0,0,3.743933119
3733,0,0,0,0,0
3734,0,0,0,0,0
3735,0,0,0,0,0
3736,0,0,0,0,49.25040695
3737,0,0,10.12340439,0,39.69962505
3738,0,10.69856016,19.82380264,10.85589192,9.43990602
3739,0,0,0,0,0
3740,0,0,0.975052821,0,0
3741,0,0,0,0,8.493079228
3742,0,0,0,92.16963221,0
3743,0,0,0,0,0
3744,0,0,0,0,74.84702671
3745,0,0,0,0,0
3746,0,0,1.347717904,0,0
3747,0,0,0,0,104.869167
3748,0,0,0,0,0
3749,8.864981516,0,0.576223799,0,0
3750,0,0,0,0,2.456131678
3751,23.62668868,1.082138413,0,25.83605461,0
3752,0,0,0,0,0
3753,0,0,0,0,0
3754,0,0,0,0,0
3755,0,0,0,0,0
3756,0,0,0,0,1.681385513
3757,0,0,0,9.566412959,0
3758,0,0,0,0,18.99479123
3759,0,0,0.50648268,0,0
3760,0,0,0,0.502499161,0
3761,0,0,0,0,0
3762,0,0,0,0,0
3763,0,0,0,0,0
3764,0,0,0.346739682,0,0
3765,0,0,0,0,0
3766,0,0,0,0,0
3767,0,0,0,0,2.178150966
3768,0,0,0,0,0
3769,0,0,0,0,0
3770,0,0,0,0,0
3771,0,0,0,0,0.415997668
3772,0,0,0,0,0
3773,0,0,0.175987167,0,0
3774,0,0,0,0,0
3775,0,0,0,0,0
3776,0,0,0,0,0
3777,0,0,0,14.67146683,38.27339172
3778,0,0,0,0,3.311556574
3779,0,0,0,0,0
3780,0,0,0,0,3.194929533
3781,0,0,0,0,17.97761484
3782,0,0,0,0,0
3783,0,0,1.073664592,0,0
3784,0,0,0,0,0
3785,0,0,0,0,0
3786,0,0,0,0,8.834618297
3787,0,0,0.382570221,0,0
3788,0,0,0,0,4.458866592
3789,0,0,0.364102473,0,0
3790,0,0,0,0,0
3791,0,0,0,0,0
3792,0,0,0,0,1.797936446
3793,0,0,0,0,0
3794,0,0,0,0,0
3795,0,0,0,0,0
3796,0,0,0,0,0
3797,0,0,0,0,0
3798,0,0,0,0,0
3799,0,0,0,0,0
3800,0,0,0.791239624,0,0
3801,0,0,1.354147855,0,0
3802,0,0,0,0,0
3803,0,0,0,0,4.92509121
3804,0,0,0,14.52122715,0
3805,0,0,0,0,0
3806,0,0,0,0,0
3807,0,0.607625828,1.60842131,0,0
3808,0,0,0,0,0
3809,0,0,0,0,0
3810,0,0.823379326,3.659463673,0,1.097839102
3811,0,0,0,0,0
3812,0,0,0,0,0
3813,0,0,0,0,0
3814,0,0,0,0,9.157452964
3815,0,0,2.334008494,0,0
3816,0,0,0,0,0
3817,0,0,0,0,0
3818,0,0,1.504487136,0,0
3819,0,0,0,0,0
3820,0,0,0,0,0
3821,0,0,7.849268163,0,51.51082232
3822,0,0.230241925,0.589994934,1.439012033,1.439012033
3823,0,0,0,0,0
3824,0,0,0,0,0
3825,0,0,0,0,0
3826,0,0,0,0,0
3827,0,0,0,0,0
3828,0,0,0,35.77816168,0
3829,0,0,0,0,0
3830,0,0,0,12.29328058,0
3831,0,0,0,0,0
3832,0,0,0.175950548,0,0
3833,0,0,0,0,0
3834,0,0,0,0,0
3835,0,0,0,0,7.929026384
3836,0,0,0,0,23.9206912
3837,0,0,0,0,0
3838,0,0,0,0,4.52057483
3839,0,0,0,0,5.329270207
3840,0,4.796136482,9.177792034,0,0
3841,0,7.751272551,9.111144929,0,0
3842,0,0,0,0.740710154,0.740710154
3843,0,0,8.114211947,0,0
3844,0,0.432305858,29.39679834,57.06437326,49.85927562
3845,0,0,0,0,0
3846,0,0,0,0,4.157790713
3847,0,0,0,0,0
3848,0,0,0,0,54.52574563
3849,0,0,0,0,0
3850,0,0,0,0,0
3851,0,0,0,0,0
3852,0,0,0,0,0
3853,0,0,0,0,0
3854,0,0,0,0,0
3855,0,0,0,0,0
3856,0,0,0,0,0
3857,0.897828396,0,0.390989785,0,2.896220631
3858,0,0,0,0,0
3859,0,0,0,0,0
3860,0,0,0,0,0
3861,0,0,0,0,0
3862,0,0,0.265908371,0,0
3863,0,0,0,0,0
3864,0,0,0,0,0
3865,0,0,0,0,5.600733349
3866,0,0,0,0,0
3867,0,0,0,0,0
3868,0,0,0,0,0
3869,0,0,0,0,5.210008911
3870,0,0,9.59976891,0,0
3871,0,0,0,0,4.891432829
3872,0,0,0,0,0
3873,0,0,0,0,0
3874,0,1.188540767,0,0,0
3875,0,0,0,0,0
3876,0,0,0,0,0
3877,0,0,0,0,0
3878,0,0,0,0,0
3879,0,0,0,0,0
3880,0,0,0.449257745,0,0
3881,0,0,0,0,0
3882,0,0,0,0,0
3883,0,0,0,0,0.088810284
3884,0,0,0,0,0
3885,0,0,0,78.45357926,0
3886,0,0,0,0,6.0881818
3887,0,0,0,0,0
3888,0,0.013751894,0,1.375189354,0
3889,0,0,0,4.06427121,0
3890,0,0,0,0,0
3891,0,0,0,0,17.18824952
3892,0,0,0,0,5.241650739
3893,0,0,0,0,0
3894,0,0,0,0,0
3895,0,0,54.88761786,0,0
3896,0,0,0,0,0
3897,0,0,0,0,0
3898,0,0,0,0,0
3899,0,0.066737938,0,0,0
3900,0,0,0,0,7.805269896
3901,0,0,0,0,0
3902,0,0,0,0,0
3903,0,0,0,0,0
3904,0,0,0,0,0
3905,0,0,0,0,0
3906,0,0,0,0,0
3907,0,0,0,0,0
3908,0,0,0,0,0
3909,0,0.795875949,0,0,0
3910,0,0,0,0,0
3911,0,0,0,0,0
3912,0,0,0,0,18.51709026
3913,0,0,0,0,0
3914,0,0,0,0,5.748141118
3915,0,0,2.931084404,0,0
3916,0,0,0.046518203,0,0
3917,0,0,0,0,0
3918,0,0,0,0,38.36218189
3919,0,0,0,0,0
3920,0,0,2.605137834,0,0
3921,0,0,0,0,8.877234884
3922,0,0,0,0,0
3923,0,0.740134679,0,37.50015705,0
3924,0,0,0,0,0
3925,0,0,0,0,50.36104719
3926,0,0,0,0,0
3927,0,0,0,0,0
3928,0,0,8.013229453,0,0
3929,0,0,0,0,15.860978
3930,0,0,0,0,8.351755172
3931,0,0,0,0,0
3932,0,0,0,0,0
3933,0,0,0,0,0
3934,0,0,0,0,0
3935,0,0,0,20.3161655,0
3936,0,3.34052345,24.81531706,47.72176357,47.72176357
3937,0,0,0,0,0
3938,0,0,0.576957756,0,0
3939,0,0,0,0,0
3940,0,0,0,0,0
3941,0,0,0,74.03419789,0
3942,0,0.088541796,0,0,0
3943,0,0,0,0,0
3944,0,0,0,0,13.88657016
3945,0,0,0,0,60.66072502
3946,0,0,27.11957613,51.16901157,0
3947,4.411757084,0,0,0,0
3948,0,0,0,0,87.31519648
3949,0,0,0,18.09394537,0
3950,0,0,0,2.297390108,0
3951,0,0,0,0,0
3952,0,0,0,0,0
3953,0,0,0,0,0
3954,0,0,0,71.77591505,0
3955,0,2.020830282,5.590963779,0,13.47220188
3956,0,0,0,0,0
3957,0,0,0,0,0
3958,0,0,0.03809387,0,0
3959,0,0,0,0,0
3960,0,0,0,0,0
3961,0,0,0,0,0
3962,0,0,0,0,0
3963,0,0,0,0,0
3964,10.25128437,0,0,0,0
3965,0,0,0,0,0
3966,0,0,0,0,0
3967,0,2.462053475,5.471229944,0,0
3968,0,0,0,46.1895352,46.1895352
3969,0,0,0,1.310689067,0
3970,0,0,0,0,2.988534537
3971,0,0,0.819304612,0,0
3972,0,0,0,0,0
3973,75.82121116,0,0.379106056,38.41608032,75.82121116
3974,0,0,0,0,0
3975,0,0,1.405270877,0,0
3976,0,0,0,0,0
3977,0,0,0,0,119.3058301
3978,0,0.149392146,0.672264657,0,7.469607302
3979,0,0,0,0,0
3980,0,0,0.148494216,0,0
3981,0,0,0,0,0
3982,67.6894651,0,41.07001253,59.70362933,0
3983,0,0,0.206651371,0,0
3984,0,0,0,0,0
3985,0,0,5.867646326,0,0
3986,0,0,0,0,0
3987,0,0,0,0,6.999535545
3988,0,0,0,0,0
3989,0,0,0,0,0
3990,14.49971177,0,0.039616699,4.635153764,15.84667954
3991,0,0,0,0,0
3992,0,0,0,0,4.10533211
3993,0,0,0,0,0
3994,0,0,1.245643821,3.004199803,0
3995,0,0,0,0,0
3996,0,0,0,0,0
3997,0,0,0,0,124.8170474
3998,0,0,0,0,0
3999,0,0,0,0,0
4000,0,0,0,3.308313208,0
4001,0,0,0,0,0
4002,0,0,0,0,0
4003,0,0,0,6.822140976,0
4004,0,0,0,0,0
4005,0,0,0,0,77.04709369
4006,0,0,0,0,0
4007,0,0,0,0,22.72272201
4008,0,0,0,0,0
4009,0,0,21.26899895,0,61.7619008
4010,0,0,0,0,0
4011,0,0,0,0,0
4012,0,0,0,0,0
4013,0,0,0,0,0
4014,41.66676701,0,0,39.16676099,0
4015,0,8.296971938,16.07538313,0,0
4016,0,0,0,0,0
4017,0,0,0,0,13.65686118
4018,0,0,0,0,0
4019,0,0,0,1.094786331,1.094786331
4020,0,0,0,0,0
4021,0,0,0,0,1.47279001
4022,0,0,0,0,0
4023,0,0,0,0,34.64937751
4024,0,0,0,0,0
4025,0,0,0,0,0
4026,0,0,7.215790066,0,0
4027,0,0,0,0,0
4028,0,0,0,0,0
4029,0,0,0,0,0
4030,0,0,17.99903589,0,0
4031,0,0,15.67817242,0,0
4032,0,0,0,0,0
4033,0,0.494963625,0,24.91316911,0.32997575
4034,0,0,0.147480377,0,0
4035,0,0,3.014038185,0,0
4036,0,0,0,0,2.333138434
4037,0,0,0,0,0
4038,0,0,0.759432725,0,0
4039,0,0,0,0,0
4040,0,0,0,0,0
4041,0,0,0,0,0
4042,0,0,0.185968506,0,0
4043,0,0,0,0,0
4044,0,0,0.071035651,0,0
4045,0,0,0,0,0
4046,0,0,0,0,18.95209726
4047,0,0,0.07335915,0,14.67182999
4048,0,0,0,0,71.16944586
4049,0,0,0,0,0
4050,0,0,0,0,0
4051,0,0,0,0,0
4052,0,0,0,0,0
4053,0,0,0,72.53670309,0
4054,0,0,0,0,14.17533865
4055,0,0,0,0,0
4056,0,0,0.083743382,0,0
4057,0,0,0,0,9.091382145
4058,0,0,0,0,0
4059,0,0,0,0,0
4060,0,0,0,0,0
4061,0,0,0,0,0
4062,0,0,0,0,24.85256056
4063,0,0,0,0,0
4064,0,0,0,0.905987712,0
4065,0,0,0,0,0
4066,0,0,0,0,0
4067,0,0,0,0,0
4068,0,0,0,0,0
4069,0,0,0,0,4.69626928
4070,0,0,0,0,0
4071,0,0,0,0,0
4072,0,0,0,0,7.483255281
4073,0,0,0,0,0
4074,6.027802574,0,11.32496241,0,21.91928209
4075,0,0,0,0,0
4076,0,0,0,14.34600638,18.15950174
4077,0,0,7.511833789,0,0
4078,0,0,0,0,12.518356
4079,0,0,0,0,0
4080,0,0,0,0,0
4081,0,0,0,0,0
4082,0,0,0,0,0
4083,0,0,0,1.573319149,22.47598785
4084,0,0.487910886,0.650547848,16.2636962,16.2636962
4085,0,0,0,0,0
4086,0,0,0,0,0
4087,0,0,0,0,0
4088,0,0,0,6.847472262,0
4089,0,0,0,0,0
4090,0,0,0,0,0
4091,0,0,0,0,28.74386515
4092,0,0,0.084384458,0,0
4093,0,0,0,1.449689689,1.449689689
4094,0,0,0,0,0
4095,0,0,0,0,0
4096,0,0,0,0,21.69645661
4097,0,0,0,0,0
4098,0,0,0,0,0
4099,0,0,0,0,0
4100,0,0,0.373061434,0,37.30614345
4101,0,0,0,15.52375984,0
4102,0,0,0,0,0
4103,0,0,0.540732543,0,0
4104,0,0,0,0,0
4105,0,0,0,0,3.127751079
4106,0,0,0,0,0
4107,0,0,0,0,0
4108,0,0,0,0,0
4109,0,0,0,0,12.34579117
4110,0,0,0,0,0
4111,0,0,0,0,8.11712438
4112,0,0.386289518,0.772579036,0,23.5636606
4113,0,0,0,0,0
4114,0,0,0,0,0
4115,0,0,0,0,36.70027372
4116,0,0,0,0,0
4117,0,0,0,0,0
4118,0,0,0,0,86.0059038
4119,0,0,0,0,0
4120,0,0,0,0,0
4121,0,0,0,0,0
4122,0,0,0,0,0
4123,0,0.129571754,0.388715263,0,0
4124,0,0,0,0,0
4125,0,0,0,0,0
4126,0,0,0,0,0
4127,5.430514054,0.108610281,2.959630159,0,0
4128,0,0,0,0,0
4129,0,0,0,0,0
4130,0,0,17.41739545,0,0
4131,0,0,0,0,0
4132,0,0,0,0,2.760094399
4133,0,0,0,0,0
4134,0,0,19.42469767,0,0
4135,0,0,0,0,0
4136,0,0,0,0,0
4137,0,0,0,0,0
4138,0,0,0,0,0
4139,0,0,1.729658852,0,0
4140,0,0,0.287076886,0,0
4141,0,0,0.409101522,0,10.22753804
4142,0,0,0,0,38.02964919
4143,0,0,0,0,0
4144,0,0,0,0,0
4145,0,0,0,0,31.03067418
4146,0,0,0,0,0
4147,0,0,0,0,0
4148,0,0,0,0,0
4149,0,0,5.461971308,0,0
4150,0,0,0,0,0
4151,0,0,0,0,156.8670584
4152,0,0,0,0,0
4153,0,0,13.72064798,0,0
4154,0,0,0,0,0
4155,0,0,0.116495725,0,0
4156,0,0,0,0,0
4157,0,0,0,0,0
4158,2.006424855,0,0,0,0
4159,0,0,0,0,0
4160,0,0,0,0,0
4161,0,0,0,0,14.35244033
4162,0,0,0,0,0
4163,0,0,0,0,73.15974307
4164,0,0,0,0,0
